Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp9874_c0_seq1,sp,A4IHW3,S35A4_XENTR,41.58,101,55,2,199,498,16,113,6.00E-15,74.3,A4IHW3,GO:0008643,GO:0008643,carbohydrate transport,transport,P,9874
comp9903_c0_seq1,sp,Q55E58,PATS1_DICDI,33.06,121,71,4,382,47,1958,2077,4.00E-15,76.3,Q55E58,GO:0016311,GO:0016311,dephosphorylation,other metabolic processes,P,9903
comp9984_c0_seq1,sp,Q6P423,MED23_XENLA,77.31,119,26,1,2,355,488,606,4.00E-51,179,Q6P423,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,9984
comp10068_c0_seq1,sp,Q803R5,MTR1_DANRE,41.33,75,42,1,229,5,437,509,1.00E-10,61.2,Q803R5,GO:0006370,GO:0006370,mRNA capping,RNA metabolism,P,10068
comp10118_c0_seq1,sp,Q12852,M3K12_HUMAN,76.12,67,16,0,3,203,100,166,2.00E-28,111,Q12852,GO:0046777,GO:0046777,protein amino acid autophosphorylation,protein metabolism,P,10118
comp10147_c0_seq1,sp,O35516,NOTC2_MOUSE,43.75,80,41,1,240,1,859,934,8.00E-17,79.7,O35516,GO:0016049,GO:0016049,cell growth,other biological processes,P,10147
comp10215_c0_seq1,sp,Q9Z1T6,FYV1_MOUSE,53.85,65,30,0,228,34,1801,1865,7.00E-20,89.4,Q9Z1T6,GO:0042147,GO:0042147,"""retrograde transport, endosome to Golgi""",transport,P,10215
comp10223_c0_seq1,sp,P49003,BMP5_MOUSE,65.85,41,14,0,13,135,412,452,3.00E-13,67.8,P49003,GO:0051216,GO:0051216,cartilage development,developmental processes,P,10223
comp10285_c0_seq1,sp,Q9HCM2,PLXA4_HUMAN,76.71,73,17,0,220,2,1716,1788,8.00E-34,127,Q9HCM2,GO:0048812,GO:0048812,neuron projection morphogenesis,developmental processes,P,10285
comp10321_c0_seq1,sp,P47990,XDH_CHICK,55.88,68,29,1,205,2,394,460,4.00E-18,82.4,P47990,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,10321
comp10428_c0_seq1,sp,Q75Z89,5HT2A_BOVIN,52.63,38,18,0,338,225,231,268,5.00E-06,47.8,Q75Z89,GO:0007210,GO:0007210,serotonin receptor signaling pathway,signal transduction,P,10428
comp10620_c0_seq1,sp,Q9Y2G3,AT11B_HUMAN,46.15,91,49,0,1,273,602,692,1.00E-19,87.8,Q9Y2G3,GO:0015914,GO:0015914,phospholipid transport,transport,P,10620
comp10945_c0_seq1,sp,O88572,LRP6_MOUSE,44.44,54,30,0,3,164,162,215,3.00E-08,54.7,O88572,GO:0007268,GO:0007268,synaptic transmission,cell-cell signaling,P,10945
comp11363_c0_seq1,sp,P40313,CTRL_HUMAN,58.82,51,18,3,12,161,211,259,7.00E-09,53.9,P40313,GO:0007586,GO:0007586,digestion,other biological processes,P,11363
comp11393_c0_seq1,sp,Q5RFQ6,LOXL2_PONAB,35.48,124,71,4,10,357,346,468,8.00E-11,62.8,Q5RFQ6,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,11393
comp11608_c0_seq1,sp,Q9QZZ4,MYO15_MOUSE,38.55,83,49,1,1,249,2164,2244,6.00E-10,59.3,Q9QZZ4,GO:0007605,GO:0007605,sensory perception of sound,other biological processes,P,11608
comp11652_c0_seq1,sp,Q9CWL2,CASZ1_MOUSE,55.22,67,27,2,4,198,476,541,2.00E-17,80.5,Q9CWL2,GO:0008150,GO:0008150,biological_process,other biological processes,P,11652
comp11704_c0_seq1,sp,Q14393,GAS6_HUMAN,42.7,89,46,3,264,1,142,226,3.00E-12,67.8,Q14393,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,11704
comp11796_c0_seq1,sp,Q6NYL3,ECHP_DANRE,46.38,69,37,0,208,2,431,499,9.00E-14,69.3,Q6NYL3,GO:0006629,GO:0006629,lipid metabolic process,other metabolic processes,P,11796
comp11890_c0_seq1,sp,Q7SYC9,CTL2_DANRE,76.54,81,19,0,244,2,495,575,9.00E-24,98.6,Q7SYC9,GO:0008150,GO:0008150,biological_process,other biological processes,P,11890
comp11916_c0_seq1,sp,O60733,PLPL9_HUMAN,40.62,64,38,0,5,196,723,786,2.00E-13,68.2,O60733,GO:0008219,GO:0008219,cell death,death,P,11916
comp12283_c0_seq1,sp,Q5PR34,CTR2_DANRE,63.64,55,20,0,290,126,554,608,6.00E-20,88.2,Q5PR34,GO:0006810,GO:0006810,transport,transport,P,12283
comp12325_c0_seq1,sp,A4IFW2,PTPRF_DANRE,35.92,103,63,2,8,313,352,452,8.00E-09,56.6,A4IFW2,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,12325
comp12372_c0_seq1,sp,Q5F452,MTMR8_CHICK,59.15,71,27,1,2,208,21,91,6.00E-23,95.5,Q5F452,GO:0016311,GO:0016311,dephosphorylation,other metabolic processes,P,12372
comp12399_c0_seq1,sp,Q797S1,PTXBC_BACSU,56.92,65,28,0,4,198,290,354,4.00E-16,75.5,Q797S1,GO:0009401,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,signal transduction,P,12399
comp12454_c0_seq1,sp,O95427,PIGN_HUMAN,61.54,78,29,1,235,2,260,336,2.00E-30,117,O95427,GO:0043687,GO:0043687,post-translational protein modification,protein metabolism,P,12454
comp12634_c0_seq1,sp,P13511,CZCA_RALME,34.67,75,49,0,238,14,701,775,4.00E-08,53.9,P13511,GO:0006812,GO:0006812,cation transport,transport,P,12634
comp13048_c0_seq1,sp,P30683,GNAO_LYMST,95.33,107,5,0,1,321,23,129,3.00E-66,209,P30683,GO:0007186,GO:0007186,G-protein coupled receptor protein signaling pathway,signal transduction,P,13048
comp13048_c0_seq2,sp,P50149,GNAT2_MOUSE,59.46,74,30,0,1,222,23,96,1.00E-22,93.2,P50149,GO:0009642,GO:0009642,response to light intensity,other biological processes,P,13048
comp13087_c0_seq1,sp,Q6V0I7,FAT4_HUMAN,43.66,71,37,1,9,221,3875,3942,3.00E-17,80.1,Q6V0I7,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,13087
comp13184_c0_seq1,sp,Q9CR40,KLH28_MOUSE,43.82,89,50,0,145,411,5,93,4.00E-14,72.8,Q9CR40,GO:0008150,GO:0008150,biological_process,other biological processes,P,13184
comp13203_c0_seq1,sp,P85171,MDGA1_RAT,45.12,82,42,2,74,310,802,883,5.00E-14,71.6,P85171,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,13203
comp13315_c0_seq1,sp,Q9ULD5,ZN777_HUMAN,40.32,62,34,2,181,5,683,744,2.00E-07,50.8,Q9ULD5,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,13315
comp13586_c0_seq1,sp,P03940,CP21A_MOUSE,50,42,21,0,202,77,54,95,4.00E-06,47,P03940,GO:0006694,GO:0006694,steroid biosynthetic process,other metabolic processes,P,13586
comp13616_c0_seq1,sp,O55071,CP2BJ_MOUSE,49.28,69,35,0,2,208,116,184,3.00E-15,73.2,O55071,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,13616
comp14021_c0_seq1,sp,P79098,AMPN_BOVIN,50.65,77,38,0,232,2,774,850,2.00E-22,95.1,P79098,GO:0001525,GO:0001525,angiogenesis,developmental processes,P,14021
comp14031_c0_seq1,sp,Q9H4Q4,PRD12_HUMAN,45.45,66,36,0,200,3,252,317,6.00E-17,77,Q9H4Q4,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,14031
comp14068_c0_seq1,sp,Q91ZG2,MPPD1_MOUSE,44.44,81,30,3,1,225,132,203,1.00E-13,67.8,Q91ZG2,GO:0008150,GO:0008150,biological_process,other biological processes,P,14068
comp14164_c0_seq1,sp,Q8R1Q8,DC1L1_MOUSE,52.46,61,29,0,21,203,35,95,2.00E-13,68.2,Q8R1Q8,GO:0006810,GO:0006810,transport,transport,P,14164
comp14214_c0_seq1,sp,Q99LJ2,ABTB1_MOUSE,63.29,79,29,0,242,6,41,119,1.00E-29,113,Q99LJ2,GO:0006412,GO:0006412,translation,protein metabolism,P,14214
comp14362_c0_seq1,sp,Q9NYQ6,CELR1_HUMAN,29.63,81,57,0,243,1,2485,2565,3.00E-06,48.1,Q9NYQ6,GO:0048105,GO:0048105,establishment of body hair orientation,developmental processes,P,14362
comp14457_c0_seq1,sp,Q6DFJ6,TBK1_XENLA,41.79,134,73,2,18,404,1,134,2.00E-28,114,Q6DFJ6,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,14457
comp14529_c0_seq1,sp,Q5SZK8,FREM2_HUMAN,54.02,87,38,2,2,259,1312,1397,4.00E-18,83.2,Q5SZK8,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,14529
comp14575_c0_seq1,sp,Q6ZMP0,THSD4_HUMAN,39.76,83,48,2,5,250,695,776,3.00E-13,69.3,Q6ZMP0,GO:0048251,GO:0048251,elastic fiber assembly,cell organization and biogenesis,P,14575
comp14666_c0_seq1,sp,O43829,ZF161_HUMAN,32.81,64,43,0,31,222,267,330,3.00E-06,48.5,O43829,GO:0000122,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,RNA metabolism,P,14666
comp14700_c0_seq1,sp,Q02934,GUNI_CLOTH,55.13,78,28,1,5,238,434,504,1.00E-19,87,Q02934,GO:0030245,GO:0030245,cellulose catabolic process,other metabolic processes,P,14700
comp14746_c0_seq1,sp,P21328,RTJK_DROME,44,50,28,0,29,178,611,660,5.00E-07,50.4,P21328,GO:0006278,GO:0006278,RNA-dependent DNA replication,DNA metabolism,P,14746
comp14807_c0_seq1,sp,Q91VN0,LRP5_MOUSE,44.53,137,68,4,2,406,422,552,6.00E-27,110,Q91VN0,GO:0045893,GO:0045893,"""positive regulation of transcription, DNA-dependent""",RNA metabolism,P,14807
comp14848_c0_seq1,sp,D8VNS7,FCNV1_CERRY,53.7,108,49,1,7,330,129,235,2.00E-33,124,D8VNS7,GO:0007596,GO:0007596,blood coagulation,stress response,P,14848
comp15122_c0_seq1,sp,P52181,TGM2_PAGMA,58.06,31,13,0,117,209,130,160,9.00E-07,48.9,P52181,GO:0018149,GO:0018149,peptide cross-linking,protein metabolism,P,15122
comp15180_c0_seq1,sp,Q80SU7,GVIN1_MOUSE,37.21,86,52,1,260,3,1074,1157,1.00E-10,61.2,Q80SU7,GO:0008150,GO:0008150,biological_process,other biological processes,P,15180
comp15250_c0_seq1,sp,Q9EQJ0,TPC1_MOUSE,40.58,69,37,2,4,210,446,510,3.00E-08,53.5,Q9EQJ0,GO:0006811,GO:0006811,ion transport,transport,P,15250
comp15537_c0_seq1,sp,Q8WNR0,COPT1_PIG,32.38,105,48,2,251,6,55,159,9.00E-06,44.7,Q8WNR0,GO:0006825,GO:0006825,copper ion transport,transport,P,15537
comp15630_c0_seq1,sp,O54784,DAPK3_MOUSE,34.29,70,46,0,211,2,71,140,2.00E-07,50.4,O54784,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,15630
comp15700_c0_seq1,sp,P10394,POL4_DROME,34.91,106,62,2,17,316,297,401,3.00E-12,67,P10394,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,15700
comp15765_c0_seq1,sp,Q0WYX8,MDGA1_CHICK,44.2,138,71,3,60,455,747,884,3.00E-27,112,Q0WYX8,GO:0007399,GO:0007399,nervous system development,developmental processes,P,15765
comp15890_c0_seq1,sp,Q8XZ28,IF3_RALSO,75,72,18,0,217,2,5,76,4.00E-32,115,Q8XZ28,GO:0006412,GO:0006412,translation,protein metabolism,P,15890
comp16162_c0_seq1,sp,Q9W5D0,Y34F_DROME,50.61,164,77,3,484,2,997,1159,6.00E-46,167,Q9W5D0,GO:0008150,GO:0008150,biological_process,other biological processes,P,16162
comp16398_c0_seq1,sp,Q5M8T2,S35D3_HUMAN,35.59,118,76,0,414,61,30,147,4.00E-13,69.3,Q5M8T2,GO:0008643,GO:0008643,carbohydrate transport,transport,P,16398
comp16715_c0_seq1,sp,Q6UR05,MRP1_CANFA,42.11,95,50,1,285,1,306,395,6.00E-16,78.2,Q6UR05,GO:0006810,GO:0006810,transport,transport,P,16715
comp16791_c0_seq1,sp,Q98SP7,BBS2_DANRE,59,100,41,0,301,2,80,179,2.00E-35,132,Q98SP7,GO:0042384,GO:0042384,cilium assembly,cell organization and biogenesis,P,16791
comp16799_c0_seq1,sp,Q38SD2,LRRK1_HUMAN,42.86,70,38,1,81,284,888,957,1.00E-10,61.6,Q38SD2,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,16799
comp16857_c0_seq1,sp,Q6GNL1,C1GLT_XENLA,56.52,69,29,1,214,8,153,220,2.00E-21,89,Q6GNL1,GO:0001525,GO:0001525,angiogenesis,developmental processes,P,16857
comp16918_c0_seq1,sp,Q9D665,D42E1_MOUSE,71.43,70,19,1,207,1,119,188,4.00E-27,105,Q9D665,GO:0006694,GO:0006694,steroid biosynthetic process,other metabolic processes,P,16918
comp16998_c0_seq1,sp,P07053,PR1B_TOBAC,55.56,45,19,1,147,13,123,166,3.00E-07,48.9,P07053,GO:0006952,GO:0006952,defense response,stress response,P,16998
comp17045_c0_seq1,sp,P0C6B8,SVEP1_RAT,38.39,112,63,2,2,337,2399,2504,6.00E-13,69.3,P0C6B8,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,17045
comp17113_c0_seq1,sp,Q14517,FAT1_HUMAN,43.59,78,41,1,235,2,90,164,1.00E-10,60.8,Q14517,GO:0007267,GO:0007267,cell-cell signaling,cell-cell signaling,P,17113
comp17141_c0_seq1,sp,Q05654,RTF21_SCHPO,31.65,79,54,0,3,239,569,647,3.00E-08,53.9,Q05654,GO:0006278,GO:0006278,RNA-dependent DNA replication,DNA metabolism,P,17141
comp17683_c0_seq1,sp,P61866,RL12_CAEEL,74.29,70,18,0,2,211,74,143,4.00E-30,109,P61866,GO:0040010,GO:0040010,positive regulation of growth rate,other biological processes,P,17683
comp17790_c0_seq1,sp,Q9D5U8,CT152_MOUSE,38.36,73,44,1,7,222,270,342,3.00E-08,53.9,Q9D5U8,GO:0008150,GO:0008150,biological_process,other biological processes,P,17790
comp17809_c0_seq1,sp,O60507,TPST1_HUMAN,71.64,67,19,0,203,3,58,124,7.00E-28,109,O60507,GO:0006478,GO:0006478,peptidyl-tyrosine sulfation,protein metabolism,P,17809
comp17902_c0_seq1,sp,Q5WKY7,IOLE_BACSK,33.33,69,43,1,19,216,120,188,3.00E-07,49.7,Q5WKY7,GO:0019310,GO:0019310,inositol catabolic process,other metabolic processes,P,17902
comp17978_c0_seq1,sp,Q9NY15,STAB1_HUMAN,34.65,101,54,4,47,337,68,160,6.00E-07,52.8,Q9NY15,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,17978
comp17987_c0_seq1,sp,B9M9W3,MNMG_ACIET,100,67,0,0,201,1,278,344,3.00E-42,148,B9M9W3,GO:0008033,GO:0008033,tRNA processing,RNA metabolism,P,17987
comp18200_c0_seq1,sp,Q008S8,ECT2L_HUMAN,52.38,42,20,0,141,16,27,68,2.00E-08,53.9,Q008S8,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,18200
comp18227_c0_seq1,sp,Q9VI93,RN_DROME,71.82,110,25,2,331,2,489,592,8.00E-47,165,Q9VI93,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,18227
comp18251_c0_seq1,sp,Q3UGM2,NEK10_MOUSE,52.34,107,51,0,1,321,189,295,1.00E-17,82.8,Q3UGM2,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,18251
comp18267_c0_seq1,sp,Q58DA5,NTRI_BOVIN,44.59,74,38,3,235,17,101,172,1.00E-08,54.3,Q58DA5,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,18267
comp18293_c0_seq1,sp,Q63486,RRAGA_RAT,83.58,67,11,0,201,1,176,242,5.00E-30,112,Q63486,GO:0008219,GO:0008219,cell death,death,P,18293
comp18317_c0_seq1,sp,Q8IZJ3,CPMD8_HUMAN,40.85,71,42,0,2,214,575,645,1.00E-09,58.9,Q8IZJ3,GO:0010466,GO:0010466,negative regulation of peptidase activity,other biological processes,P,18317
comp18490_c0_seq1,sp,Q09575,YRD6_CAEEL,38.46,52,32,0,160,5,530,581,2.00E-06,48.1,Q09575,GO:0006278,GO:0006278,RNA-dependent DNA replication,DNA metabolism,P,18490
comp19032_c0_seq1,sp,P0A522,CLPC_MYCTU,78.49,93,20,0,280,2,46,138,1.00E-41,150,P0A522,GO:0019538,GO:0019538,protein metabolic process,protein metabolism,P,19032
comp19265_c0_seq1,sp,Q6A947,PDXT_PROAC,100,64,0,0,2,193,138,201,7.00E-38,130,Q6A947,GO:0006541,GO:0006541,glutamine metabolic process,other metabolic processes,P,19265
comp19436_c0_seq1,sp,Q6ZN30,BNC2_HUMAN,50,66,20,1,211,14,207,259,5.00E-15,73.6,Q6ZN30,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,19436
comp19457_c0_seq1,sp,Q69ZF8,MSL2_MOUSE,39.34,61,37,0,186,4,4,64,1.00E-09,57.4,Q69ZF8,GO:0043984,GO:0043984,histone H4-K16 acetylation,protein metabolism,P,19457
comp19591_c0_seq1,sp,Q59H18,TNI3K_HUMAN,61.04,77,28,1,232,2,317,391,3.00E-26,105,Q59H18,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,19591
comp19821_c0_seq1,sp,O14867,BACH1_HUMAN,27.85,79,57,0,247,11,28,106,6.00E-06,47,O14867,GO:0043618,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,stress response,P,19821
comp20017_c0_seq1,sp,P0C091,FREM3_HUMAN,36.49,74,45,2,56,277,804,875,4.00E-08,54.3,P0C091,GO:0007154,GO:0007154,cell communication,other biological processes,P,20017
comp20101_c0_seq1,sp,Q99NF1,BCDO2_MOUSE,43.28,67,31,2,195,16,379,445,5.00E-08,52.4,Q99NF1,GO:0042573,GO:0042573,retinoic acid metabolic process,other metabolic processes,P,20101
comp20142_c0_seq1,sp,O60290,ZN862_HUMAN,33.04,115,71,3,97,438,986,1095,1.00E-10,64.3,O60290,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,20142
comp20168_c0_seq1,sp,Q9NSY1,BMP2K_HUMAN,74.7,83,21,0,251,3,235,317,1.00E-38,142,Q9NSY1,GO:0030500,GO:0030500,regulation of bone mineralization,developmental processes,P,20168
comp20185_c0_seq1,sp,Q8IVS8,GLCTK_HUMAN,41.89,74,43,0,133,354,36,109,2.00E-13,70.1,Q8IVS8,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,20185
comp20190_c0_seq1,sp,Q5DRB8,PCDG2_PANTR,35,100,63,2,2,295,195,294,1.00E-07,53.5,Q5DRB8,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,20190
comp20230_c0_seq1,sp,Q3MII6,TBC25_HUMAN,52.8,161,72,1,483,1,199,355,3.00E-56,192,Q3MII6,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P,20230
comp20233_c0_seq1,sp,P64314,DING_MYCTU,62.65,83,29,2,262,17,439,520,2.00E-23,99,P64314,GO:0006139,GO:0006139,"""nucleobase, nucleoside, nucleotide and nucleic acid metabolic process""",other metabolic processes,P,20233
comp20243_c0_seq1,sp,Q2PZL6,FAT4_MOUSE,43.3,97,55,0,300,10,3879,3975,2.00E-27,110,Q2PZL6,GO:0007156,GO:0007156,homophilic cell adhesion,cell adhesion,P,20243
comp20248_c0_seq1,sp,P34257,TC3A_CAEEL,43.14,51,29,0,76,228,219,269,4.00E-07,49.7,P34257,GO:0006313,GO:0006313,"""transposition, DNA-mediated""",DNA metabolism,P,20248
comp20255_c0_seq1,sp,Q95SX7,RTBS_DROME,33.54,161,88,4,454,11,527,681,3.00E-18,85.9,Q95SX7,GO:0006278,GO:0006278,RNA-dependent DNA replication,DNA metabolism,P,20255
comp20275_c0_seq1,sp,E7EY42,PTSS2_DANRE,59.41,101,41,0,303,1,38,138,6.00E-36,131,E7EY42,GO:0006659,GO:0006659,phosphatidylserine biosynthetic process,other metabolic processes,P,20275
comp20276_c0_seq1,sp,Q86X52,CHSS1_HUMAN,38.18,110,66,1,324,1,268,377,1.00E-19,88.2,Q86X52,GO:0030206,GO:0030206,chondroitin sulfate biosynthetic process,other metabolic processes,P,20276
comp20291_c0_seq1,sp,Q8CBW7,CHIC1_MOUSE,79.71,69,14,0,2,208,103,171,4.00E-20,84.3,Q8CBW7,GO:0008150,GO:0008150,biological_process,other biological processes,P,20291
comp20313_c0_seq1,sp,P29074,PTN4_HUMAN,66.09,115,38,1,366,22,492,605,1.00E-43,157,P29074,GO:0006470,GO:0006470,protein amino acid dephosphorylation,protein metabolism,P,20313
comp20324_c0_seq1,sp,P19137,LAMA1_MOUSE,58.33,96,39,1,3,290,722,816,1.00E-29,117,P19137,GO:0045198,GO:0045198,establishment of epithelial cell apical/basal polarity,developmental processes,P,20324
comp20325_c0_seq1,sp,Q9V3L1,NDST_DROME,50,94,47,0,16,297,231,324,2.00E-24,101,Q9V3L1,GO:0008543,GO:0008543,fibroblast growth factor receptor signaling pathway,signal transduction,P,20325
comp20378_c0_seq2,sp,Q9Y2L5,TPPC8_HUMAN,33.09,272,164,8,2,805,1038,1295,5.00E-32,130,Q9Y2L5,GO:0006810,GO:0006810,transport,transport,P,20378
comp20401_c0_seq1,sp,Q54513,TRA2_STREE,61.82,55,21,0,165,1,152,206,8.00E-16,74.7,Q54513,GO:0015074,GO:0015074,DNA integration,DNA metabolism,P,20401
comp20414_c0_seq1,sp,Q3UGM2,NEK10_MOUSE,40.46,131,64,3,211,585,28,150,4.00E-23,101,Q3UGM2,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,20414
comp20427_c0_seq1,sp,O60610,DIAP1_HUMAN,36.14,83,48,2,341,105,442,523,2.00E-07,52.8,O60610,GO:0008360,GO:0008360,regulation of cell shape,cell organization and biogenesis,P,20427
comp20427_c0_seq2,sp,O70566,DIAP2_MOUSE,42.5,80,46,0,295,56,456,535,2.00E-12,67,O70566,GO:0030036,GO:0030036,actin cytoskeleton organization,cell organization and biogenesis,P,20427
comp20453_c0_seq1,sp,Q9DBH5,LMAN2_MOUSE,58.57,70,28,1,208,2,53,122,3.00E-25,99.8,Q9DBH5,GO:0015031,GO:0015031,protein transport,transport,P,20453
comp20457_c0_seq1,sp,Q9XF97,RL4_PRUAR,90,70,7,0,217,8,60,129,1.00E-37,134,Q9XF97,GO:0006412,GO:0006412,translation,protein metabolism,P,20457
comp20459_c0_seq1,sp,P49695,PKWA_THECU,33.33,96,60,4,105,386,646,739,3.00E-09,58.2,P49695,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,20459
comp20496_c0_seq1,sp,A7E300,RHG07_BOVIN,59.6,151,60,1,1,450,617,767,7.00E-53,185,A7E300,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P,20496
comp20514_c0_seq1,sp,Q92832,NELL1_HUMAN,35.23,88,57,0,3,266,55,142,5.00E-11,62.4,Q92832,GO:0045667,GO:0045667,regulation of osteoblast differentiation,developmental processes,P,20514
comp20518_c0_seq1,sp,O35678,MGLL_MOUSE,53.85,65,25,1,196,2,27,86,7.00E-17,76.3,O35678,GO:0019369,GO:0019369,arachidonic acid metabolic process,other metabolic processes,P,20518
comp20529_c0_seq1,sp,Q8K4F2,LX15B_RAT,41.56,77,45,0,247,17,369,445,6.00E-14,70.5,Q8K4F2,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,20529
comp20539_c0_seq1,sp,P20715,HMDH_XENLA,51.81,83,37,2,95,340,1,81,7.00E-21,92,P20715,GO:0008610,GO:0008610,lipid biosynthetic process,other metabolic processes,P,20539
comp20610_c0_seq1,sp,P33749,MSN4_YEAST,40,55,33,0,225,61,568,622,4.00E-07,51.2,P33749,GO:0042149,GO:0042149,cellular response to glucose starvation,stress response,P,20610
comp20620_c0_seq1,sp,P33450,FAT_DROME,53.01,83,37,1,32,280,446,526,3.00E-17,81.3,P33450,GO:0048105,GO:0048105,establishment of body hair orientation,developmental processes,P,20620
comp20646_c0_seq1,sp,P05617,IOVO_DACNO,46.51,43,22,1,142,267,13,55,6.00E-06,44.3,P05617,GO:0010466,GO:0010466,negative regulation of peptidase activity,other biological processes,P,20646
comp20647_c0_seq1,sp,P29957,AMY_PSEHA,34.63,410,207,16,1,1158,295,667,5.00E-56,200,P29957,GO:0005975,GO:0005975,carbohydrate metabolic process,other metabolic processes,P,20647
comp20662_c0_seq1,sp,Q8BSL4,HS3S5_MOUSE,37.8,246,125,6,7,690,110,345,9.00E-50,173,Q8BSL4,GO:0006477,GO:0006477,protein amino acid sulfation,protein metabolism,P,20662
comp20708_c0_seq1,sp,P30559,OXYR_HUMAN,40.91,66,38,1,195,1,265,330,1.00E-11,62.8,P30559,GO:0006950,GO:0006950,response to stress,stress response,P,20708
comp20716_c0_seq1,sp,Q07075,AMPE_HUMAN,50,54,27,0,177,16,653,706,4.00E-10,58.9,Q07075,GO:0001525,GO:0001525,angiogenesis,developmental processes,P,20716
comp20717_c0_seq1,sp,Q92887,MRP2_HUMAN,36.84,76,42,1,255,28,970,1039,6.00E-09,56.6,Q92887,GO:0015711,GO:0015711,organic anion transport,transport,P,20717
comp20736_c0_seq1,sp,Q3U829,AP5Z1_MOUSE,35.85,106,67,1,316,2,297,402,4.00E-11,63.9,Q3U829,GO:0000724,GO:0000724,double-strand break repair via homologous recombination,stress response,P,20736
comp20804_c0_seq1,sp,Q29AK2,LMLN_DROPS,48.1,79,40,1,3,236,99,177,1.00E-15,75.1,Q29AK2,GO:0008406,GO:0008406,gonad development,developmental processes,P,20804
comp20836_c0_seq1,sp,Q9BYK8,PR285_HUMAN,42.11,76,43,1,231,7,2466,2541,1.00E-09,58.9,Q9BYK8,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,20836
comp20843_c0_seq1,sp,O35099,M3K5_MOUSE,42.25,71,41,0,24,236,533,603,5.00E-15,73.9,O35099,GO:0070301,GO:0070301,cellular response to hydrogen peroxide,stress response,P,20843
comp20854_c0_seq1,sp,Q9QZ48,ZBT7A_RAT,46.15,65,35,0,7,201,391,455,8.00E-12,63.5,Q9QZ48,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,20854
comp20854_c1_seq1,sp,Q9QZP2,PRDM4_RAT,37.33,75,47,0,1,225,643,717,8.00E-12,64.3,Q9QZP2,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,20854
comp20875_c0_seq1,sp,O75382,TRIM3_HUMAN,46.15,65,33,1,26,220,20,82,2.00E-14,72,O75382,GO:0015031,GO:0015031,protein transport,transport,P,20875
comp20884_c0_seq1,sp,P30306,MPIP2_MOUSE,56,100,39,3,5,304,471,565,5.00E-28,112,P30306,GO:0007067,GO:0007067,mitosis,cell cycle and proliferation,P,20884
comp20919_c0_seq1,sp,Q969K4,ABTB1_HUMAN,37.5,64,37,1,11,202,320,380,9.00E-06,45.8,Q969K4,GO:0006414,GO:0006414,translational elongation,protein metabolism,P,20919
comp20920_c1_seq1,sp,Q9UJN7,ZN391_HUMAN,33.52,176,112,3,8,529,155,327,2.00E-25,105,Q9UJN7,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,20920
