GeoID,SPID,evalue,ProteinName,Organism
comp101909_c0_seq1,Q6A7F4,9E-53,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp101923_c0_seq1,Q6PJG9,6E-08,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,Homo sapiens (Human)
comp101927_c2_seq1,P42169,6E-15,Putative casein kinase I C03C10.2 (EC 2.7.11.1),Caenorhabditis elegans
comp101935_c0_seq1,D4GVF7,3E-06,NADH-quinone oxidoreductase subunit C/D (EC 1.6.99.5) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D),980
comp101937_c0_seq1,Q63787,5E-13,Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha),Rattus norvegicus (Rat)
comp101937_c1_seq1,P11274,9E-10,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),Homo sapiens (Human)
comp101943_c0_seq1,P10280,6E-17,Kunitz-type proteinase inhibitor 5 II (SA5 II),Anemonia sulcata (Mediterranean snakelocks sea anemone) (Anemonia viridis)
comp101943_c0_seq2,P0C8W3,1E-13,Protease inhibitor Hg1,Hadrurus gertschi (Scorpion)
comp101952_c1_seq1,Q8ZCA7,6E-06,Copper-exporting P-type ATPase A (EC 3.6.3.n1),838
comp101953_c0_seq2,Q9UKV5,4E-08,E3 ubiquitin-protein ligase AMFR (EC 6.3.2.-) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (gp78),Homo sapiens (Human)
comp101964_c0_seq1,Q9HCU4,2E-70,Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3),Homo sapiens (Human)
comp101982_c0_seq1,P94494,3E-15,Alanine racemase 2 (EC 5.1.1.1),Bacillus subtilis (strain 168)
comp101983_c0_seq2,Q86X10,5E-27,Ral GTPase-activating protein subunit beta (p170),Homo sapiens (Human)
comp101984_c0_seq1,O15085,1E-16,Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF),Homo sapiens (Human)
comp101984_c1_seq1,Q61210,7E-09,Rho guanine nucleotide exchange factor 1 (Lbc's second cousin) (Lymphoid blast crisis-like 2),Mus musculus (Mouse)
comp101984_c1_seq2,P34885,1E-10,Protein kinase C-like 1B (PKC1B) (EC 2.7.11.13),Caenorhabditis elegans
comp101998_c0_seq1,Q7M456,1E-34,Ribonuclease Oy (RNase Oy) (EC 3.1.27.-),Crassostrea gigas (Pacific oyster) (Crassostrea angulata)
comp102027_c0_seq1,Q8I7P9,2E-11,Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],Drosophila melanogaster (Fruit fly)
comp102034_c0_seq1,P16537,2E-11,Protein SPEC3,Strongylocentrotus purpuratus (Purple sea urchin)
comp102043_c0_seq1,Q8CCB4,5E-52,Vacuolar protein sorting-associated protein 53 homolog,Mus musculus (Mouse)
comp102058_c0_seq1,Q8BX70,1E-09,Vacuolar protein sorting-associated protein 13C,Mus musculus (Mouse)
comp102058_c0_seq2,Q5THJ4,5E-55,Vacuolar protein sorting-associated protein 13D,Homo sapiens (Human)
comp102060_c0_seq1,Q9HCU4,1E-13,Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3),Homo sapiens (Human)
comp102069_c1_seq1,A0JNA8,6E-06,PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein),Bos taurus (Bovine)
comp102081_c1_seq1,Q9UL36,1E-36,Zinc finger protein 236,Homo sapiens (Human)
comp102103_c0_seq1,Q51330,2E-10,Oxalate:formate antiporter (OFA) (Oxalate:formate antiport protein) (Oxalate:formate exchange protein),Oxalobacter formigenes
comp102107_c1_seq1,Q9VR91,4E-09,Probable E3 ubiquitin-protein ligase HERC2 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 2),Drosophila melanogaster (Fruit fly)
comp102140_c0_seq1,Q9X0Y1,1E-09,Phosphorylated carbohydrates phosphatase TM,TM
comp10215_c0_seq1,Q9Z1T6,7E-20,1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase) (p235),Mus musculus (Mouse)
comp102175_c0_seq1,Q8VCM5,1E-17,Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 6.3.2.-) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase),Mus musculus (Mouse)
comp102198_c0_seq1,Q5XGM3,1E-06,Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5),Xenopus laevis (African clawed frog)
comp102198_c1_seq1,Q5RFG2,1E-07,Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp102199_c0_seq1,Q6A763,1E-66,DNA polymerase IV (Pol IV) (EC 2.7.7.7),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp102211_c0_seq1,A2VD33,3E-26,Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase),Danio rerio (Zebrafish) (Brachydanio rerio)
comp102213_c2_seq1,Q99LC9,3E-09,Peroxisome assembly factor 2 (PAF-2) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1),Mus musculus (Mouse)
comp102219_c1_seq1,Q8BQZ4,4E-27,Ral GTPase-activating protein subunit beta (p170),Mus musculus (Mouse)
comp102229_c0_seq1,Q8IZQ1,6E-18,WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy),Homo sapiens (Human)
comp10223_c0_seq1,P49003,3E-13,Bone morphogenetic protein 5 (BMP-5),Mus musculus (Mouse)
comp102245_c0_seq1,Q9NVH0,4E-36,Exonuclease 3'-5' domain-containing protein 2 (Exonuclease 3'-5' domain-like-containing protein 2),Homo sapiens (Human)
comp102252_c0_seq1,P50416,2E-15,"""Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)""",Homo sapiens (Human)
comp102255_c0_seq1,P42680,1E-42,Tyrosine-protein kinase Tec (EC 2.7.10.2),Homo sapiens (Human)
comp102256_c1_seq1,Q8TDB6,4E-32,E3 ubiquitin-protein ligase DTX3L (EC 6.3.2.-) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (Rhysin-2) (Rhysin2),Homo sapiens (Human)
comp102274_c0_seq1,A5U8S4,3E-47,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),3638
comp102288_c0_seq1,P02556,6E-72,Tubulin beta chain (Beta-tubulin) (Fragment),Lytechinus pictus (Painted sea urchin)
comp102288_c1_seq1,A0AAL4,3E-23,Tubulin alpha chain (Alpha-tubulin) (Fragment),Dictyostelium purpureum (Slime mold)
comp102288_c2_seq1,O44388,6E-95,Tubulin beta chain (Beta-tubulin),Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)
comp102288_c2_seq2,P40633,2E-17,Tubulin gamma chain (Gamma-tubulin) (Fragment),Cochliobolus heterostrophus (Drechslera maydis)
comp102298_c1_seq1,Q9NXL6,6E-10,SID1 transmembrane family member 1,Homo sapiens (Human)
comp102311_c0_seq1,Q8IUL8,2E-06,Cartilage intermediate layer protein 2 (CILP-2) [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2],Homo sapiens (Human)
comp102311_c1_seq1,Q96RW7,2E-30,Hemicentin-1 (Fibulin-6) (FIBL-6),Homo sapiens (Human)
comp102313_c0_seq1,Q2KHS5,9E-66,2-acylglycerol O-acyltransferase 2-A (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2-A) (MGAT2-A) (Monoacylglycerol O-acyltransferase 2-A),Xenopus laevis (African clawed frog)
comp102314_c0_seq1,A1DZY4,1E-21,Ras-like protein family member 11A-like,Danio rerio (Zebrafish) (Brachydanio rerio)
comp102316_c0_seq1,Q9NQG7,1E-07,Hermansky-Pudlak syndrome 4 protein (Light-ear protein homolog),Homo sapiens (Human)
comp102322_c0_seq2,Q05654,2E-17,Retrotransposable element Tf2 155 kDa protein type 1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
comp102323_c2_seq1,Q0II59,2E-86,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),Bos taurus (Bovine)
comp102323_c2_seq2,Q8W1X2,1E-70,Pyridoxal kinase (EC 2.7.1.35) (Protein SALT OVERLY SENSITIVE 4) (Pyridoxal kinase-like protein SOS4) (Pyridoxine kinase),10
comp102327_c0_seq1,P47787,1E-22,Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1),Sus scrofa (Pig)
comp102328_c0_seq1,Q5CZL1,3E-64,Ganglioside-induced differentiation-associated protein 2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp102349_c0_seq1,Q02563,7E-14,Synaptic vesicle glycoprotein 2A (Synaptic vesicle protein 2) (Synaptic vesicle protein 2A),Rattus norvegicus (Rat)
comp102356_c0_seq1,Q8WXD9,2E-17,Caskin-1 (CASK-interacting protein 1),Homo sapiens (Human)
comp102365_c0_seq1,Q6A976,3E-40,Endoribonuclease YbeY (EC 3.1.-.-),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp102372_c0_seq1,Q9R0W9,2E-23,Neuronal acetylcholine receptor subunit alpha-6,Mus musculus (Mouse)
comp102391_c0_seq1,Q69ZN6,3E-27,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein GNPTAB) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],Mus musculus (Mouse)
comp102414_c0_seq1,Q7ZW86,2E-70,Peptidyl-prolyl cis-trans isomerase CWC27 homolog (PPIase CWC27) (EC 5.2.1.8),Danio rerio (Zebrafish) (Brachydanio rerio)
comp102417_c0_seq1,Q8N357,5E-64,Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog),Homo sapiens (Human)
comp102426_c0_seq1,Q5XHB2,1E-24,Dual specificity protein phosphatase 22 (EC 3.1.3.16) (EC 3.1.3.48),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp102443_c0_seq1,Q5R5F8,6E-94,Pantothenate kinase 4 (EC 2.7.1.33) (Pantothenic acid kinase 4),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp102449_c0_seq1,Q5SXM2,5E-09,snRNA-activating protein complex subunit 4 (SNAPc subunit 4) (Proximal sequence element-binding transcription factor subunit alpha) (PSE-binding factor subunit alpha) (PTF subunit alpha) (snRNA-activating protein complex 190 kDa subunit) (SNAPc 190 kDa subunit),Homo sapiens (Human)
comp102461_c0_seq1,Q12965,4E-33,Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E),Homo sapiens (Human)
comp102468_c0_seq1,O75716,3E-24,Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK),Homo sapiens (Human)
comp102491_c0_seq1,Q9Y217,2E-55,Myotubularin-related protein 6 (EC 3.1.3.-),Homo sapiens (Human)
comp102500_c0_seq1,P27473,2E-21,Interferon-induced protein 44 (Antigen p44) (Non-A non-B hepatitis-associated microtubular aggregates protein),Pan troglodytes (Chimpanzee)
comp102513_c0_seq1,Q86UP3,3E-08,Zinc finger homeobox protein 4 (Zinc finger homeodomain protein 4) (ZFH-4),Homo sapiens (Human)
comp102516_c0_seq1,Q9QXT1,1E-49,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (mDAPP1) (B lymphocyte adapter protein Bam32) (B-cell adapter molecule of 32 kDa),Mus musculus (Mouse)
comp102518_c0_seq1,Q8IXQ6,2E-08,Poly [ADP-ribose] polymerase 9 (PARP-9) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein),Homo sapiens (Human)
comp102521_c0_seq2,O60733,7E-28,85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9),Homo sapiens (Human)
comp102523_c0_seq1,Q6PGH0,7E-95,Ubiquitin domain-containing protein 2,Mus musculus (Mouse)
comp102525_c0_seq1,Q5EBF1,8E-24,Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp102526_c0_seq1,P41828,3E-30,Nuclear hormone receptor family member nhr-23 (Steroid hormone receptor family member chr-3),Caenorhabditis elegans
comp102536_c0_seq1,Q80V03,6E-42,Uncharacterized aarF domain-containing protein kinase 5 (EC 2.7.11.-),Mus musculus (Mouse)
comp102546_c0_seq1,A7MBC7,4E-16,Transmembrane protein 194A,Bos taurus (Bovine)
comp102553_c0_seq1,Q9VCA2,7E-49,Organic cation transporter protein,Drosophila melanogaster (Fruit fly)
comp102560_c0_seq1,A7MB11,4E-79,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),Bos taurus (Bovine)
comp102561_c0_seq1,Q80TY5,6E-33,Vacuolar protein sorting-associated protein 13B (Cohen syndrome protein 1 homolog),Mus musculus (Mouse)
comp102564_c0_seq1,P54254,2E-20,Ataxin-1 (Spinocerebellar ataxia type 1 protein homolog),Mus musculus (Mouse)
comp102583_c0_seq1,Q8CEF9,3E-14,Transmembrane protein 132C,Mus musculus (Mouse)
comp102585_c0_seq1,P56489,4E-30,Muscarinic acetylcholine receptor M1,Macaca mulatta (Rhesus macaque)
comp102644_c0_seq1,Q61469,3E-24,Lipid phosphate phosphohydrolase 1 (EC 3.1.3.4) (35 kDa PAP) (mPAP) (Hydrogen peroxide-inducible protein 53) (Hic53) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a),Mus musculus (Mouse)
comp102705_c0_seq1,O05313,8E-11,"""Capsular glucan synthase (EC 2.4.1.21) (ADP-glucose--glucan glucosyltransferase) (Alpha-1,4-glucosyltransferase GlgA) (Extracellular alpha-D-glucan synthase)""",Mycobacterium tuberculosis
comp102729_c0_seq1,Q03386,8E-06,Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF),Rattus norvegicus (Rat)
comp102729_c0_seq2,Q03385,8E-07,Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF),Mus musculus (Mouse)
comp102745_c0_seq1,Q7PPU9,8E-77,Band 7 protein AGAP004871,Anopheles gambiae (African malaria mosquito)
comp102747_c1_seq1,Q6N021,1E-08,Methylcytosine dioxygenase TET2 (EC 1.14.11.n2),Homo sapiens (Human)
comp102759_c0_seq1,Q9UHR6,1E-09,Zinc finger HIT domain-containing protein 2 (Protein FON),Homo sapiens (Human)
comp102779_c0_seq1,P42575,4E-28,Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],Homo sapiens (Human)
comp102787_c0_seq1,Q58A42,3E-30,Protein DD3-3,G0283095
comp102792_c0_seq1,Q923L3,4E-10,CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1),Mus musculus (Mouse)
comp102811_c0_seq1,Q460N3,3E-19,Poly [ADP-ribose] polymerase 15 (PARP-15) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 7) (ARTD7) (B-aggressive lymphoma protein 3),Homo sapiens (Human)
comp102812_c0_seq2,Q8VCR2,3E-64,17-beta-hydroxysteroid dehydrogenase 13 (17-beta-HSD 13) (EC 1.1.-.-) (Alcohol dehydrogenase PAN1B-like) (Short-chain dehydrogenase/reductase 9),Mus musculus (Mouse)
comp102812_c0_seq3,P06235,2E-09,Nodulation protein G (Host-specificity of nodulation protein C),Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)
comp102821_c0_seq1,Q5SPW0,2E-52,Vacuolar protein sorting-associated protein 54 (Tumor antigen SLP-8p homolog),Mus musculus (Mouse)
comp102833_c0_seq1,Q2Q1W2,2E-72,E3 ubiquitin-protein ligase TRIM71 (EC 6.3.2.-) (Protein lin-41 homolog) (Tripartite motif-containing protein 71),Homo sapiens (Human)
comp102833_c1_seq1,Q9R1R2,5E-21,Tripartite motif-containing protein 3 (RING finger protein 22) (RING finger protein HAC1),Mus musculus (Mouse)
comp102834_c0_seq1,Q32KH8,9E-45,Arylsulfatase H (ASH) (EC 3.1.6.-),Canis familiaris (Dog) (Canis lupus familiaris)
comp102835_c1_seq1,Q5SXG7,6E-08,Vitelline membrane outer layer protein 1 homolog,Mus musculus (Mouse)
comp102842_c0_seq1,O75626,3E-26,PR domain zinc finger protein 1 (BLIMP-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1) (Positive regulatory domain I-binding factor 1) (PRDI-BF1) (PRDI-binding factor 1),Homo sapiens (Human)
comp10285_c0_seq1,Q9HCM2,8E-34,Plexin-A4,Homo sapiens (Human)
comp102853_c1_seq1,Q9H251,9E-11,Cadherin-23 (Otocadherin),Homo sapiens (Human)
comp102859_c0_seq1,P20825,9E-30,Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],Drosophila melanogaster (Fruit fly)
comp102875_c0_seq1,P76214,9E-07,Protein ves (Various environmental stresses-induced protein),Escherichia coli (strain K12)
comp102881_c0_seq1,P42859,5E-33,Huntingtin (Huntington disease protein homolog) (HD protein homolog),Mus musculus (Mouse)
comp102891_c0_seq2,P50888,1E-13,60S ribosomal protein L24,Hordeum vulgare (Barley)
comp102901_c0_seq1,Q8TCT8,8E-13,Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a) (EC 3.4.23.-) (Intramembrane protease 3) (IMP-3) (Presenilin-like protein 2),Homo sapiens (Human)
comp102903_c0_seq1,Q14185,6E-37,Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180),Homo sapiens (Human)
comp102914_c0_seq2,Q58EX7,1E-58,Puratrophin-1 (Pleckstrin homology domain-containing family G member 4) (PH domain-containing family G member 4) (Purkinje cell atrophy-associated protein 1),Homo sapiens (Human)
comp102917_c0_seq1,Q6P1Z5,5E-76,PC-esterase domain-containing protein 1A (Protein FAM113A),Mus musculus (Mouse)
comp102930_c0_seq1,P35555,2E-11,Fibrillin-1,Homo sapiens (Human)
comp102940_c1_seq1,O13298,1E-10,Histone deacetylase phd1 (EC 3.5.1.98),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
comp102940_c1_seq2,Q6P3E7,9E-46,Histone deacetylase 10 (HD10) (EC 3.5.1.98),Mus musculus (Mouse)
comp102991_c0_seq1,Q68SA9,5E-09,A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase),Mus musculus (Mouse)
comp102991_c1_seq1,Q8N6G6,2E-21,ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1),Homo sapiens (Human)
comp103006_c1_seq1,Q8ZXT3,2E-08,Uncharacterized protein PAE1111,Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)
comp103007_c0_seq1,E1C2V1,4E-65,Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog),Gallus gallus (Chicken)
comp103010_c0_seq1,Q8N0X7,3E-22,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1),Homo sapiens (Human)
comp103034_c0_seq1,Q24307,3E-17,Apoptosis 2 inhibitor (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2) (dIAP2),Drosophila melanogaster (Fruit fly)
comp103081_c0_seq1,Q80U87,1E-07,Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (mUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8),Mus musculus (Mouse)
comp103092_c1_seq1,Q6GNM0,4E-10,Nurim (Nuclear envelope membrane protein) (Nuclear rim protein),Xenopus laevis (African clawed frog)
comp103100_c0_seq2,Q6NS57,5E-12,Mitogen-activated protein kinase-binding protein 1 (JNK-binding protein 1) (JNKBP-1),Mus musculus (Mouse)
comp103103_c0_seq1,Q3SZZ7,2E-27,Fibrinogen-like protein 1,Bos taurus (Bovine)
comp103130_c0_seq1,O15439,2E-21,Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B),Homo sapiens (Human)
comp103130_c0_seq2,Q96J65,5E-14,Multidrug resistance-associated protein 9 (ATP-binding cassette sub-family C member 12),Homo sapiens (Human)
comp103142_c0_seq1,P08541,2E-27,UDP-glucuronosyltransferase 2B2 (UDPGT 2B2) (EC 2.4.1.17) (3-hydroxyandrogen-specific UDPGT) (RLUG23) (UDPGTr-4),Rattus norvegicus (Rat)
comp10321_c0_seq1,P47990,4E-18,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],Gallus gallus (Chicken)
comp103222_c0_seq1,O02695,3E-108,Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.48) (M1851),Macaca nemestrina (Pig-tailed macaque)
comp103225_c0_seq1,A2RSJ4,6E-08,UHRF1-binding protein 1-like,Mus musculus (Mouse)
comp103246_c1_seq1,Q99PV3,3E-60,Muskelin,Rattus norvegicus (Rat)
comp103272_c1_seq1,P13002,1E-19,Protein grainyhead (DNA-binding protein ELF-1) (Element I-binding activity) (Protein grainy-head) (Transcription factor NTF-1),Drosophila melanogaster (Fruit fly)
comp103276_c1_seq1,Q86UX6,4E-61,Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3),Homo sapiens (Human)
comp103279_c0_seq1,P29503,5E-18,Protein neuralized,Drosophila melanogaster (Fruit fly)
